> Croatia
13.762477 44.926128
13.772184 44.920399
13.775484 44.922150
13.779331 44.921825
13.777690 44.914310
13.783089 44.912804
13.781021 44.909874
13.770747 44.910351
13.767321 44.905857
13.764849 44.905731
13.763540 44.909836
> L4X
13.789793 44.903618
13.796043 44.907959
13.801450 44.907402
13.802860 44.905434
13.796942 44.901726
13.788365 44.899147
13.786029 44.900707
13.786415 44.902412
13.787827 44.900448
13.791205 44.901649
13.789793 44.903618
> L5X
14.777584 44.858727
14.757423 44.860306
14.748874 44.862419
14.736396 44.873596
14.737226 44.876549
14.742348 44.876152
14.745174 44.885227
14.749685 44.885307
14.770232 44.874554
14.776054 44.870007
14.779554 44.864391
14.779627 44.860489
14.777584 44.858727
> L6X
14.735257 44.770096
14.735510 44.768219
14.742972 44.764297
14.747504 44.759796
14.746689 44.757072
14.738649 44.761917
14.730334 44.760399
14.719486 44.758415
14.710423 44.762375
14.705345 44.758186
14.687625 44.767464
14.676608 44.771027
14.668104 44.778866
14.668303 44.782063
14.655600 44.789570
14.656396 44.792068
14.667443 44.799278
14.673607 44.800232
14.690107 44.796947
14.703099 44.788967
14.708258 44.789257
14.701549 44.794975
14.701023 44.797302
14.698781 44.807213
14.703557 44.811638
14.710210 44.805012
14.716374 44.805954
14.724144 44.801807
14.726271 44.804943
14.724898 44.808662
14.714254 44.813126
14.713053 44.819584
14.710324 44.822189
14.699533 44.824371
14.679268 44.844730
14.681279 44.846043
14.685436 44.845680
14.707376 44.841770
14.719632 44.835510
14.722224 44.837620
14.716532 44.844219
14.717931 44.846008
14.723500 44.847660
14.722985 44.854782
14.727874 44.850731
14.731447 44.851303
14.735751 44.848179
14.739631 44.848511
14.747024 44.853542
14.751139 44.847443
14.754974 44.847088
14.757002 44.843586
14.760881 44.843925
14.762924 44.840649
14.753927 44.835667
14.758725 44.830242
14.755328 44.827374
14.750866 44.827980
14.745269 44.825874
14.740125 44.820766
14.749834 44.816784
14.757328 44.808289
14.766150 44.801163
14.775661 44.793476
14.792151 44.785145
14.816888 44.765301
14.825010 44.761822
14.829066 44.755039
14.851305 44.736645
14.855058 44.725288
14.858936 44.720798
14.863054 44.719982
14.867061 44.722366
14.868168 44.714764
14.866721 44.709953
14.866119 44.707962
14.857148 44.703220
14.840997 44.701466
14.826186 44.715485
14.805417 44.731762
14.802202 44.736683
14.778434 44.751446
14.774910 44.751568
14.764704 44.757626
14.758018 44.758530
14.735257 44.770096
> L7X
14.825487 44.828724
14.817828 44.839520
14.811135 44.840435
14.801661 44.848080
14.803748 44.850529
14.824097 44.851917
14.833372 44.851151
14.838016 44.843433
14.835913 44.840752
14.831145 44.841599
14.831199 44.837467
14.827492 44.834846
14.825487 44.828724
> L8X
14.305659 44.763306
14.300890 44.764133
14.299774 44.767143
14.306207 44.778870
14.304629 44.785103
14.309092 44.790245
14.314631 44.791683
14.315825 44.790051
14.305659 44.763306
> L9X
14.835091 44.689518
14.826598 44.692093
14.823590 44.695175
14.822709 44.701389
14.814087 44.706951
14.800214 44.720703
14.770658 44.740242
14.771094 44.742062
14.775899 44.741901
14.785171 44.736328
14.788053 44.736233
14.798122 44.728107
14.806808 44.723465
14.808392 44.718140
14.814031 44.711079
14.822352 44.707043
14.823673 44.706406
14.836302 44.693375
14.837129 44.691288
14.835091 44.689518
> L10X
14.518993 44.474861
14.511753 44.476688
14.505583 44.485817
14.498899 44.486252
14.496549 44.489761
14.489094 44.493427
14.489962 44.497299
14.485031 44.500427
14.483758 44.505962
14.479757 44.508606
14.470585 44.510262
14.461398 44.517181
14.450455 44.521416
14.445626 44.526375
14.447755 44.529972
14.439800 44.530670
14.436034 44.542931
14.438506 44.546982
14.441673 44.544971
14.456705 44.535431
14.459326 44.536499
14.457105 44.542294
14.440329 44.550819
14.420880 44.568592
14.415599 44.565769
14.412165 44.567249
14.408900 44.571701
14.402630 44.573948
14.399265 44.571072
14.401240 44.566429
14.399433 44.562817
14.392739 44.563244
14.388450 44.555351
14.384937 44.555454
14.382617 44.559650
14.374366 44.560810
14.368452 44.563732
14.365101 44.567539
14.364702 44.570950
14.370522 44.577656
14.366940 44.587837
14.375858 44.598347
14.382766 44.601578
14.385545 44.605392
14.377767 44.626244
14.374151 44.630245
14.366953 44.633209
14.353608 44.646431
14.348849 44.647259
14.347072 44.649830
14.348942 44.654591
14.337254 44.674637
14.334891 44.695332
14.338350 44.699806
14.336202 44.707203
14.342058 44.714363
14.350146 44.704277
14.355114 44.701378
14.361288 44.702805
14.363653 44.699295
14.368430 44.698700
14.374002 44.700821
14.378726 44.699310
14.387820 44.690109
14.395063 44.687828
14.396884 44.680443
14.392827 44.671169
14.393485 44.665878
14.398636 44.660683
14.398694 44.658768
14.398856 44.653343
14.393436 44.648235
14.397972 44.643517
14.395981 44.636703
14.392691 44.635197
14.390791 44.629982
14.393811 44.621189
14.399741 44.618488
14.404742 44.610779
14.407229 44.598328
14.413694 44.588284
14.417327 44.590237
14.422446 44.579086
14.430527 44.574951
14.428784 44.572479
14.430157 44.568542
14.436985 44.564896
14.441444 44.559036
14.448717 44.558189
14.449389 44.558105
14.452249 44.552296
14.460019 44.548393
14.460112 44.544495
14.465858 44.538822
14.472175 44.537483
14.473651 44.535378
14.479370 44.534740
14.478226 44.531570
14.480937 44.528736
14.485085 44.528610
14.489047 44.525280
14.502996 44.523251
14.506862 44.518318
14.519620 44.512424
14.519030 44.507862
14.532443 44.496910
14.539061 44.495319
14.532347 44.484531
14.518993 44.474861
> L11X
14.272870 44.605698
14.265661 44.607826
14.263419 44.608482
14.244803 44.619331
14.235826 44.619125
14.228000 44.628281
14.228494 44.631470
14.235358 44.634026
14.242028 44.638878
14.236169 44.648895
14.236788 44.654381
14.245179 44.667202
14.257151 44.675110
14.262285 44.686878
14.266446 44.686760
14.272730 44.690250
14.274566 44.682861
14.278671 44.680668
14.279548 44.680195
14.276684 44.674782
14.280246 44.669640
14.279774 44.666908
14.276472 44.665165
14.271603 44.658203
14.267776 44.658543
14.257646 44.666622
14.255016 44.659588
14.248135 44.656811
14.259269 44.643665
14.255957 44.641689
14.248211 44.646500
14.254915 44.634388
14.271045 44.619041
14.276908 44.609245
14.275477 44.606537
14.272870 44.605698
> L12X
14.582814 44.664459
14.575969 44.667881
14.570500 44.672863
14.573170 44.674614
14.584164 44.665558
14.582814 44.664459
> L13X
14.314602 44.573330
14.311893 44.576389
14.299726 44.582012
14.291838 44.589798
14.294765 44.590626
14.301847 44.585617
14.312250 44.582794
14.319432 44.573875
14.314602 44.573330
> L14X
14.425817 44.543232
14.424710 44.546249
14.426918 44.551224
14.423297 44.555000
14.426608 44.556961
14.430150 44.551815
14.430165 44.546543
14.425817 44.543232
> L15X
14.300375 44.501564
14.289716 44.505310
14.281261 44.514263
14.280020 44.520710
14.287180 44.523026
14.292365 44.518524
14.298391 44.517662
14.302413 44.515251
14.305350 44.510590
14.312984 44.509907
14.300375 44.501564
> L16X
14.555342 44.495049
14.549004 44.495934
14.539450 44.507233
14.541167 44.509239
14.550147 44.504372
14.555597 44.504665
14.557849 44.499550
14.555342 44.495049
> L17X
14.869226 44.466042
14.848490 44.476368
14.844597 44.480396
14.844240 44.484764
14.847243 44.486725
14.856462 44.485958
14.863224 44.481831
14.871651 44.468941
14.869226 44.466042
> L18X
14.572580 44.441570
14.565788 44.445446
14.551737 44.445431
14.549342 44.442753
14.534125 44.444607
14.530172 44.447929
14.529197 44.453003
14.530743 44.457539
14.534481 44.461319
14.540580 44.461819
14.551784 44.456886
14.561943 44.455883
14.573633 44.443142
14.572580 44.441570
> L19X
14.798022 44.341682
14.772675 44.354210
14.764503 44.361130
14.757864 44.362038
14.747085 44.368122
14.767657 44.375694
14.770724 44.378807
14.770754 44.384304
14.764604 44.398029
14.766832 44.403004
14.760029 44.411476
14.760942 44.415802
14.763620 44.412735
14.764721 44.412697
14.769990 44.412518
14.772814 44.416782
14.776447 44.418724
14.790086 44.417355
14.800507 44.410591
14.801895 44.407341
14.808290 44.402538
14.809937 44.398361
14.805168 44.388660
14.794992 44.384186
14.802695 44.369949
14.808411 44.369530
14.818473 44.362320
14.818665 44.350388
14.816433 44.345421
14.805573 44.345100
14.798022 44.341682
> L20X
14.724705 44.346855
14.710140 44.348476
14.702557 44.354687
14.696900 44.356010
14.693005 44.360035
14.690983 44.368580
14.685551 44.373569
14.678643 44.383747
14.676489 44.386925
14.666427 44.389313
14.662209 44.393345
14.660332 44.399136
14.666076 44.409492
14.688979 44.408291
14.702989 44.397530
14.699427 44.386414
14.701964 44.381058
14.700682 44.375828
14.703291 44.371620
14.719500 44.365589
14.720905 44.362564
14.718914 44.356213
14.726325 44.347260
14.724705 44.346855
> L21X
14.866341 44.372620
14.855105 44.376438
14.851834 44.385025
14.859903 44.381546
14.866341 44.372620
> L22X
14.662867 44.305542
14.655913 44.306458
14.651051 44.310276
14.647511 44.309704
14.635197 44.316746
14.629818 44.317379
14.624414 44.322819
14.620252 44.322491
14.618290 44.326904
14.589757 44.339962
14.584374 44.345856
14.583653 44.349777
14.592009 44.356163
14.604198 44.341572
14.613630 44.339432
14.627142 44.330978
14.630502 44.330528
14.638205 44.329479
14.641563 44.327084
14.640442 44.324368
14.654001 44.316830
14.663615 44.307354
14.662867 44.305542
> L23X
14.763219 44.255051
14.752070 44.260002
14.738320 44.269165
14.737613 44.270157
14.734807 44.274097
14.736524 44.281143
14.740293 44.280334
14.743586 44.282055
14.754911 44.279850
14.756270 44.281181
14.751154 44.290977
14.752468 44.291622
14.771886 44.286396
14.779873 44.281773
14.788465 44.271633
14.794575 44.272572
14.798950 44.271278
14.793850 44.266182
14.789691 44.265862
14.783089 44.262184
14.764735 44.268982
14.763681 44.267410
14.766092 44.260231
14.763219 44.255051
> L24X
14.713360 44.272274
14.701413 44.274727
14.696365 44.280621
14.689198 44.283146
14.687227 44.287338
14.689043 44.290943
14.693521 44.291260
14.696833 44.288170
14.703319 44.290028
14.709300 44.288910
14.720964 44.281883
14.723743 44.275375
14.721087 44.273628
14.714280 44.276829
14.713360 44.272274
> L25X
14.829967 44.198948
14.823278 44.203762
14.816137 44.221424
14.809259 44.228302
14.789715 44.256233
14.790554 44.259411
14.798251 44.260300
14.802312 44.264065
14.806009 44.260788
14.822194 44.246433
14.848495 44.234768
14.862290 44.231556
14.865834 44.227306
14.878131 44.220703
14.882923 44.220997
14.886802 44.226826
14.891688 44.223671
14.897735 44.223698
14.898026 44.218414
14.900371 44.215355
14.908156 44.212799
14.909624 44.210911
14.900950 44.209602
14.899576 44.208046
14.903191 44.204941
14.900833 44.202965
14.892811 44.201855
14.892876 44.199917
14.892919 44.198647
14.890622 44.197575
14.877017 44.203545
14.873754 44.202282
14.868780 44.204056
14.866752 44.207104
14.869513 44.210449
14.868059 44.212563
14.864856 44.212212
14.858368 44.215183
14.856300 44.212734
14.842554 44.216640
14.838536 44.223419
14.828813 44.225582
14.819395 44.232548
14.817158 44.232391
14.815814 44.231293
14.818682 44.226383
14.822086 44.224895
14.829012 44.208843
14.832283 44.205296
14.838572 44.204166
14.841222 44.200867
14.829967 44.198948
> L26X
14.944414 44.145294
14.934873 44.149975
14.930705 44.149433
14.919200 44.153267
14.915753 44.158890
14.906028 44.160835
14.893096 44.167236
14.889831 44.170788
14.891066 44.175098
14.899044 44.170700
14.920238 44.164234
14.943252 44.151749
14.946151 44.147522
14.944414 44.145294
> L27X
15.427799 43.892410
15.418568 43.895988
15.407693 43.903057
15.391979 43.908947
15.387313 43.914402
15.382678 43.915958
15.379720 43.914467
15.382378 43.911839
15.381877 43.909340
15.373455 43.915394
15.372573 43.911991
15.369913 43.910263
15.364382 43.912537
15.360725 43.915607
15.357219 43.918549
15.352599 43.929043
15.347413 43.931763
15.344569 43.936234
15.336256 43.939533
15.333130 43.944462
15.322453 43.950150
15.310395 43.954277
15.303456 43.959129
15.295060 43.974579
15.278161 43.986458
15.261751 44.000832
15.263342 44.005360
15.260739 44.008900
15.257949 44.008682
15.254683 44.008438
15.248600 44.012108
15.261416 44.022858
15.266047 44.021072
15.266703 44.016926
15.271813 44.017422
15.278275 44.014656
15.285250 44.014626
15.288983 44.009205
15.293814 44.005817
15.304336 44.002201
15.346792 43.979942
15.355260 43.969986
15.358685 43.969170
15.369680 43.972187
15.371593 43.971638
15.372475 43.971386
15.377746 43.965450
15.385394 43.961716
15.386052 43.949078
15.393460 43.937782
15.420327 43.924126
15.444305 43.910114
15.452984 43.903351
15.454573 43.899162
15.452484 43.892361
15.448031 43.892078
15.439117 43.895641
15.433401 43.895405
15.427799 43.892410
> L28X
15.402933 43.954617
15.397764 43.957565
15.395787 43.960854
15.396987 43.964249
15.409437 43.956882
15.407706 43.954887
15.402933 43.954617
> L29X
15.228269 43.921837
15.209059 43.927826
15.193284 43.946754
15.193792 43.949486
15.200347 43.948097
15.216902 43.935787
15.228269 43.921837
> L30X
15.312532 43.917965
15.308146 43.918594
15.303703 43.922890
15.283566 43.933517
15.280450 43.938675
15.284072 43.940601
15.294402 43.934479
15.304911 43.930870
15.315888 43.920586
15.312532 43.917965
> L31X
15.274488 43.921703
15.256813 43.926956
15.255031 43.928627
15.259818 43.929131
15.265040 43.926872
15.272587 43.926128
15.275566 43.923500
15.274488 43.921703
> L32X
15.293504 43.886593
15.288138 43.886795
15.284220 43.885105
15.294175 43.878304
15.314322 43.876858
15.316463 43.880211
15.316591 43.886402
15.325645 43.880314
15.328288 43.877464
15.322778 43.871254
15.329738 43.866859
15.337892 43.857143
15.349863 43.847744
15.353431 43.840267
15.370290 43.824253
15.370389 43.821266
15.366790 43.821785
15.366009 43.821899
15.361147 43.828964
15.352072 43.834587
15.335207 43.841892
15.323751 43.849663
15.309240 43.854576
15.302759 43.861240
15.289800 43.870220
15.272403 43.879131
15.260509 43.880962
15.253105 43.888111
15.262747 43.894630
15.268493 43.895329
15.271770 43.892693
15.273881 43.890999
15.280956 43.892570
15.293286 43.887974
15.293504 43.886593
> L33X
15.399737 43.885254
15.392949 43.891941
15.393499 43.895130
15.408708 43.886745
15.399737 43.885254
> L34X
15.422020 43.878422
15.421095 43.883045
15.415702 43.887154
15.425669 43.889286
15.429969 43.887516
15.425992 43.880795
15.422020 43.878422
> L35X
15.454864 43.737019
15.450064 43.740414
15.439743 43.741741
15.429911 43.749691
15.385691 43.766788
15.371139 43.775146
15.361276 43.782867
15.349901 43.782848
15.338723 43.789928
15.330167 43.789570
15.326210 43.791958
15.303820 43.805481
15.300632 43.809498
15.301937 43.814495
15.300145 43.815941
15.295964 43.814957
15.292232 43.815777
15.290585 43.819283
15.285258 43.819946
15.283662 43.824131
15.273534 43.828419
15.270534 43.826237
15.263412 43.828339
15.254700 43.839214
15.247721 43.843376
15.242132 43.849319
15.241121 43.857380
15.219700 43.875027
15.221273 43.876465
15.231614 43.879520
15.236946 43.878860
15.241736 43.875011
15.247950 43.873405
15.255256 43.873814
15.262748 43.872387
15.263830 43.869827
15.261443 43.867390
15.254737 43.866505
15.251702 43.863861
15.267957 43.852242
15.333227 43.814220
15.348372 43.805378
15.366167 43.784969
15.392541 43.774086
15.405464 43.765099
15.452359 43.745827
15.459575 43.740959
15.458343 43.737106
15.454864 43.737019
> L36X
15.444898 43.862621
15.428720 43.870594
15.431378 43.872330
15.441339 43.870098
15.444673 43.868134
15.444898 43.862621
> L37X
15.505547 43.848751
15.486134 43.859844
15.487864 43.861835
15.495365 43.860626
15.499323 43.862759
15.498319 43.866241
15.502769 43.866524
15.506653 43.859257
15.514279 43.855511
15.517805 43.851933
15.509188 43.850899
15.505547 43.848751
> L38X
15.543695 43.855480
15.531107 43.864700
15.532822 43.866463
15.547090 43.862682
15.547183 43.855572
15.543695 43.855480
> L39X
15.227598 43.853992
15.220350 43.858845
15.223665 43.861015
15.227168 43.861343
15.235929 43.855511
15.227598 43.853992
> L40X
15.651309 43.766476
15.637161 43.774357
15.631321 43.777618
15.624672 43.777424
15.621662 43.779385
15.620492 43.784710
15.613374 43.794861
15.610048 43.796833
15.602172 43.797153
15.580936 43.812923
15.579727 43.817791
15.565134 43.833748
15.566445 43.838512
15.569073 43.839775
15.572155 43.838741
15.581897 43.829628
15.588955 43.826820
15.591984 43.829224
15.590179 43.834572
15.592983 43.839531
15.593472 43.840397
15.596922 43.840023
15.599567 43.837399
15.597991 43.833332
15.598989 43.829853
15.604750 43.830765
15.606448 43.828171
15.604469 43.822979
15.608565 43.814552
15.612925 43.813686
15.618333 43.810028
15.622215 43.802986
15.627660 43.803905
15.628218 43.798847
15.631666 43.798470
15.635695 43.801517
15.639177 43.801605
15.646070 43.796738
15.647571 43.791626
15.644750 43.787842
15.645535 43.785744
15.651116 43.784374
15.665448 43.769558
15.663661 43.766880
15.657278 43.770126
15.651309 43.766476
> L41X
15.522193 43.830429
15.513836 43.832829
15.508999 43.835777
15.509783 43.837807
15.513601 43.838112
15.523100 43.834061
15.525415 43.831219
15.522193 43.830429
> L42X
15.250435 43.819202
15.247776 43.821819
15.241851 43.822960
15.232342 43.831570
15.232488 43.833630
15.261292 43.825207
15.263603 43.822140
15.262512 43.820118
15.255641 43.821293
15.250435 43.819202
> L43X
15.274417 43.800861
15.265093 43.803051
15.261207 43.806183
15.266297 43.806671
15.273335 43.803429
15.275704 43.805634
15.277449 43.803497
15.274417 43.800861
> L44X
15.305716 43.779034
15.292713 43.782745
15.293790 43.784542
15.296706 43.785576
15.306010 43.783154
15.309956 43.785297
15.310769 43.783432
15.305716 43.779034
> L45X
15.347184 43.762772
15.323956 43.773525
15.317591 43.772846
15.315285 43.775921
15.317090 43.779060
15.320024 43.780331
15.325031 43.779678
15.340037 43.773136
15.354311 43.769611
15.356069 43.767704
15.355505 43.764286
15.353184 43.762772
15.347184 43.762772
> L46X
15.367236 43.747555
15.358073 43.751804
15.357991 43.755016
15.362101 43.763802
15.367240 43.764977
15.368649 43.762630
15.366261 43.760204
15.368034 43.758522
15.373272 43.761078
15.378941 43.760860
15.380996 43.758713
15.367236 43.747555
> L47X
15.794891 43.721008
15.786386 43.729168
15.788863 43.732502
15.784966 43.739094
15.780150 43.742046
15.780756 43.745693
15.783939 43.746021
15.793519 43.739414
15.805120 43.726540
15.804380 43.725193
15.800659 43.726040
15.797367 43.724350
15.798702 43.721306
15.794891 43.721008
> L48X
15.469751 43.724957
15.465905 43.732685
15.469258 43.735298
15.472771 43.735847
15.478325 43.729889
15.477772 43.726704
15.474030 43.727314
15.469751 43.724957
> L49X
15.774071 43.709278
15.770296 43.709435
15.762739 43.713654
15.760264 43.722244
15.753093 43.727367
15.750865 43.731129
15.752747 43.734951
15.759300 43.733990
15.777865 43.721272
15.780611 43.716110
15.768748 43.717758
15.775178 43.711292
15.774071 43.709278
> L50X
15.459818 43.718700
15.453542 43.719181
15.442624 43.729473
15.443704 43.731262
15.449718 43.731483
15.456618 43.726631
15.459818 43.718700
> L51X
15.716850 43.675903
15.707012 43.683193
15.697460 43.686115
15.697343 43.688644
15.706012 43.690575
15.703868 43.691940
15.680456 43.706783
15.684831 43.710266
15.683561 43.714218
15.680035 43.717575
15.671944 43.719059
15.671106 43.720470
15.673713 43.721504
15.685526 43.719181
15.691333 43.720776
15.692613 43.712925
15.697629 43.712486
15.704246 43.708313
15.705056 43.702545
15.712399 43.695583
15.716345 43.693584
15.726130 43.693634
15.727576 43.691967
15.721116 43.686047
15.722213 43.683933
15.718817 43.680866
15.721620 43.676392
15.716850 43.675903
> L52X
15.465865 43.710899
15.469582 43.714188
15.475466 43.708450
15.481851 43.705219
15.496558 43.699356
15.506521 43.697578
15.515352 43.693329
15.516753 43.690979
15.509484 43.690811
15.501284 43.695038
15.490658 43.696381
15.487418 43.699493
15.482403 43.699917
15.468084 43.711037
15.465865 43.710899
> L53X
15.866487 43.665642
15.861138 43.671299
15.856317 43.676403
15.823722 43.694775
15.817908 43.700989
15.820312 43.703411
15.831561 43.702015
15.833632 43.704216
15.832556 43.710457
15.837421 43.712082
15.842566 43.709339
15.866488 43.685139
15.869132 43.678833
15.866765 43.672970
15.871627 43.666794
15.866487 43.665642
> L54X
15.767375 43.684559
15.760694 43.687820
15.750541 43.687099
15.747164 43.692291
15.741225 43.693005
15.736231 43.701694
15.736815 43.705116
15.744888 43.711426
15.746028 43.705868
15.763504 43.699406
15.771227 43.693340
15.773435 43.689350
15.770870 43.684868
15.767375 43.684559
> L55X
15.679092 43.681145
15.670453 43.687698
15.657617 43.693050
15.645690 43.702019
15.646585 43.705429
15.650324 43.704811
15.663247 43.696480
15.675775 43.695274
15.679229 43.691006
15.688117 43.687649
15.692844 43.683556
15.691758 43.681767
15.679092 43.681145
> L56X
15.474665 43.689213
15.471554 43.689800
15.469131 43.695400
15.463902 43.697212
15.463775 43.699741
15.470118 43.700176
15.475226 43.696762
15.477088 43.692104
15.474665 43.689213
> L57X
15.915988 43.673126
15.906078 43.675392
15.908151 43.677597
15.906785 43.680180
15.909116 43.681683
15.916935 43.676987
15.918929 43.674374
15.915988 43.673126
> L58X
15.686579 43.631516
15.664390 43.642075
15.659326 43.641827
15.654457 43.644089
15.650762 43.649292
15.641266 43.652893
15.627302 43.664017
15.622378 43.665596
15.620369 43.664074
15.620490 43.661541
15.616944 43.660542
15.606643 43.666012
15.602521 43.669849
15.604356 43.673210
15.602347 43.675819
15.602628 43.679478
15.605510 43.680054
15.618592 43.673779
15.633142 43.674328
15.638929 43.672363
15.646974 43.669632
15.654479 43.664734
15.657258 43.668060
15.667627 43.663502
15.687898 43.648441
15.696922 43.646915
15.731048 43.635853
15.732052 43.632603
15.730670 43.631054
15.726217 43.630554
15.708211 43.634060
15.704916 43.636257
15.700131 43.635544
15.694323 43.637852
15.690760 43.636627
15.691750 43.633141
15.690054 43.631611
15.686579 43.631516
> L59X
16.180721 43.439392
16.176575 43.442337
16.171135 43.441212
16.171682 43.436596
16.167377 43.434044
16.154406 43.436703
16.150415 43.434135
16.151140 43.431576
16.147482 43.429214
16.141047 43.431114
16.126257 43.427208
16.107864 43.432632
16.117365 43.440926
16.124371 43.441978
16.121296 43.446476
16.121529 43.449215
16.126183 43.452221
16.141645 43.449215
16.141899 43.452194
16.134655 43.455738
16.134378 43.459877
16.136003 43.460491
16.141857 43.459076
16.156380 43.459782
16.165657 43.457985
16.176067 43.451080
16.176165 43.448547
16.180214 43.444462
16.180721 43.439392
> L60X
16.084734 43.437813
16.082363 43.439526
16.084198 43.442657
16.083273 43.446594
16.070206 43.444435
16.054447 43.447670
16.052172 43.450527
16.056160 43.453102
16.065926 43.453346
16.069363 43.456863
16.078407 43.455994
16.083336 43.458530
16.088718 43.458969
16.093206 43.452572
16.100004 43.447445
16.092455 43.443657
16.088568 43.438553
16.084734 43.437813
> L61X
16.390339 43.326481
16.385963 43.326698
16.381582 43.330345
16.373268 43.332123
16.371096 43.335899
16.374313 43.340336
16.370455 43.342815
16.364323 43.337372
16.357176 43.338173
16.335382 43.347244
16.325502 43.349091
16.322720 43.353127
16.313856 43.355839
16.317343 43.359802
16.315590 43.361267
16.308027 43.360935
16.299194 43.365036
16.298676 43.365276
16.292948 43.364399
16.289316 43.365948
16.291412 43.368374
16.288273 43.371960
16.283018 43.372902
16.280390 43.367970
16.266891 43.371597
16.260937 43.375313
16.253159 43.376137
16.249372 43.379528
16.240948 43.380150
16.230965 43.384518
16.228205 43.381660
16.218748 43.384857
16.207350 43.383774
16.205437 43.387085
16.208353 43.391766
16.205484 43.398552
16.201986 43.401695
16.205078 43.404766
16.199898 43.410282
16.200741 43.412769
16.206219 43.414349
16.211729 43.413734
16.216799 43.413170
16.225170 43.415535
16.236496 43.415695
16.263172 43.415363
16.267920 43.412159
16.281120 43.412228
16.285807 43.408337
16.296164 43.404636
16.300568 43.397541
16.303886 43.396008
16.307741 43.396973
16.310938 43.401184
16.316648 43.401829
16.321352 43.398170
16.322866 43.393963
16.317360 43.381378
16.322746 43.378365
16.324532 43.380802
16.323290 43.384533
16.327135 43.386078
16.330454 43.387402
16.333328 43.395073
16.337305 43.397404
16.344698 43.385120
16.351505 43.380440
16.355669 43.374271
16.361984 43.374660
16.366219 43.372849
16.369986 43.365784
16.376245 43.362045
16.374901 43.357513
16.378197 43.355755
16.380209 43.350151
16.387051 43.345921
16.393824 43.344448
16.399979 43.339561
16.401838 43.335800
16.400558 43.328522
16.397917 43.327038
16.396614 43.333527
16.393843 43.334122
16.391514 43.332623
16.390339 43.326481
> L62X
16.174551 43.400440
16.166456 43.401272
16.170172 43.407986
16.173067 43.408768
16.180380 43.402466
16.178638 43.400482
16.174551 43.400440
> L63X
16.467064 43.352604
16.465042 43.354546
16.451538 43.357948
16.451109 43.359150
16.449030 43.364956
16.452820 43.368679
16.447025 43.370564
16.439159 43.377373
16.435881 43.382809
16.435791 43.388783
16.438873 43.391609
16.447563 43.393951
16.457844 43.392986
16.462662 43.390686
16.478006 43.390171
16.484282 43.386650
16.522430 43.384781
16.536356 43.385929
16.543842 43.388771
16.549826 43.388935
16.551908 43.387501
16.554846 43.385475
16.567751 43.385750
16.592382 43.380398
16.601513 43.380630
16.603739 43.377533
16.607136 43.376907
16.613060 43.379826
16.620584 43.379677
16.631163 43.375244
16.647612 43.376480
16.655275 43.374489
16.662552 43.375038
16.667629 43.372265
16.681696 43.371552
16.684456 43.367508
16.687181 43.366451
16.711098 43.365753
16.718815 43.365536
16.724514 43.362717
16.733242 43.362045
16.735924 43.360527
16.738565 43.348679
16.742540 43.347557
16.745365 43.360733
16.780924 43.358219
16.783718 43.354626
16.815298 43.353226
16.820038 43.347012
16.816671 43.344662
16.806120 43.342686
16.800793 43.339516
16.801620 43.338326
16.815628 43.340351
16.819759 43.337616
16.827011 43.337925
16.832302 43.334209
16.836159 43.335155
16.839479 43.340263
16.845480 43.340633
16.850235 43.337868
16.857307 43.336349
16.864651 43.331142
16.872080 43.330067
16.875360 43.325073
16.879398 43.324631
16.896662 43.314995
16.897732 43.313107
16.893896 43.305962
16.896929 43.301674
16.882149 43.291656
16.883242 43.283562
16.881121 43.281078
16.880056 43.279827
16.876980 43.280453
16.873255 43.287296
16.866367 43.284222
16.863810 43.277241
16.857550 43.270901
16.842577 43.268475
16.831678 43.269272
16.808172 43.266129
16.788303 43.261654
16.775890 43.262978
16.757265 43.261642
16.750801 43.262890
16.731457 43.261669
16.728722 43.261501
16.711151 43.258030
16.684355 43.256413
16.659256 43.259521
16.644625 43.257271
16.620667 43.259163
16.592569 43.263790
16.561525 43.265678
16.551420 43.266296
16.532572 43.269291
16.514305 43.275246
16.507460 43.279251
16.503445 43.276470
16.499052 43.290226
16.496325 43.291279
16.491518 43.286690
16.485855 43.293396
16.476051 43.295937
16.471550 43.305111
16.467531 43.305763
16.464867 43.304058
16.466702 43.300068
16.464371 43.298573
16.460291 43.298546
16.457666 43.300735
16.459599 43.304775
16.455912 43.309082
16.449965 43.310677
16.448559 43.311047
16.445110 43.304100
16.439653 43.306202
16.437691 43.312263
16.428843 43.311546
16.423861 43.315464
16.416386 43.316051
16.413094 43.317814
16.413666 43.324215
16.410110 43.333569
16.413149 43.335949
16.419106 43.335880
16.432032 43.326077
16.442005 43.328808
16.442772 43.330376
16.439209 43.332615
16.436600 43.338482
16.438757 43.345032
16.441858 43.348095
16.449001 43.350731
16.460918 43.350609
16.467064 43.352604
> L64X
16.686962 43.120850
16.616140 43.129482
16.604422 43.134659
16.587090 43.136677
16.577114 43.140377
16.571362 43.142509
16.562101 43.143887
16.545198 43.140369
16.539053 43.141590
16.530275 43.148220
16.513767 43.152477
16.510611 43.155621
16.502970 43.157604
16.491587 43.163216
16.484837 43.164692
16.481867 43.162998
16.482595 43.160667
16.479897 43.158512
16.466873 43.159832
16.464027 43.162956
16.451191 43.162888
16.445597 43.170284
16.433710 43.173840
16.432838 43.174545
16.426704 43.179462
16.418642 43.180309
