> -Z0
30.238312 59.964027
30.239166 59.964027
30.239166 59.964306
30.239719 59.964306
30.239719 59.964584
30.240278 59.964584
30.240278 59.964863
30.246389 59.964863
30.246389 59.964584
30.248569 59.964584
30.249084 59.965420
30.249683 59.966518
30.248056 59.966526
30.248056 59.966251
30.247499 59.966251
30.247499 59.966526
30.246389 59.966526
30.246389 59.966805
30.244167 59.966805
30.244167 59.966526
30.241945 59.966526
30.241945 59.966805
30.240833 59.966805
30.240833 59.967083
30.239166 59.967083
30.239166 59.967361
30.236944 59.967361
30.236944 59.967640
30.234165 59.967640
30.234165 59.967918
30.230833 59.967918
30.230833 59.968193
30.225834 59.968193
30.225834 59.968472
30.223055 59.968472
30.223055 59.968750
30.221390 59.968750
30.221390 59.969028
30.217501 59.969028
30.217501 59.968750
30.216944 59.968750
30.216944 59.968472
30.216389 59.968472
30.216389 59.968193
30.214722 59.968193
30.214722 59.967918
30.208611 59.967918
30.208611 59.968193
30.205278 59.968193
30.205278 59.967918
30.204721 59.967918
30.204721 59.968193
30.204166 59.968193
30.204166 59.968472
30.203056 59.968472
30.203056 59.969028
30.203611 59.969028
30.203611 59.971249
30.203056 59.971249
30.203056 59.971806
30.203611 59.971806
30.203611 59.972363
30.204166 59.972363
30.204166 59.972637
30.204721 59.972637
30.204721 59.973194
30.205278 59.973194
30.205278 59.973473
30.205833 59.973473
30.205833 59.973751
30.206944 59.973751
30.206944 59.974304
30.207500 59.974304
30.207500 59.974583
30.209169 59.974583
30.209169 59.974861
30.210279 59.974861
30.210279 59.975140
30.212502 59.975140
30.212502 59.975418
30.213055 59.975418
30.213055 59.975693
30.213612 59.975693
30.213612 59.976528
30.214722 59.976528
30.214722 59.976616
30.212334 59.977528
30.217112 59.979946
30.225834 59.980511
30.225834 59.980694
30.225279 59.980694
30.225279 59.980972
30.223612 59.980972
30.223612 59.981251
30.219723 59.981251
30.219723 59.980972
30.215834 59.980972
30.215834 59.980694
30.214722 59.980694
30.214722 59.980415
30.214167 59.980415
30.214167 59.980141
30.212502 59.980141
30.212502 59.979862
30.211945 59.979862
30.211945 59.979584
30.211388 59.979584
30.211388 59.979305
30.209723 59.979305
30.209723 59.979027
30.208611 59.979027
30.208611 59.978748
30.208055 59.978748
30.208055 59.978474
30.198608 59.978474
30.198608 59.978195
30.198055 59.978195
30.198055 59.978474
30.195833 59.978474
30.195833 59.978748
30.195276 59.978748
30.195276 59.979305
30.194723 59.979305
30.194723 59.979584
30.194164 59.979584
30.194164 59.979862
30.193054 59.979862
30.193054 59.980141
30.192499 59.980141
30.192499 59.980415
30.191944 59.980415
30.191944 59.980694
30.191389 59.980694
30.191389 59.980972
30.189167 59.980972
30.189167 59.980694
30.187502 59.980694
30.187502 59.980972
30.185833 59.980972
30.185833 59.981251
30.185280 59.981251
30.185280 59.981529
30.184166 59.981529
30.184166 59.981804
30.182501 59.981804
30.182501 59.982082
30.181944 59.982082
30.181944 59.983196
30.181389 59.983196
30.181389 59.983471
30.183058 59.983471
30.183058 59.983196
30.184723 59.983196
30.184723 59.982918
30.188614 59.982918
30.188614 59.983196
30.189167 59.983196
30.189167 59.983749
30.188614 59.983749
30.188614 59.984028
30.187502 59.984028
30.187502 59.985695
30.186945 59.985695
30.186945 59.985973
30.186390 59.985973
30.186390 59.986252
30.185833 59.986252
30.185833 59.986805
30.185280 59.986805
30.185280 59.991249
30.184723 59.991249
30.184723 59.991474
30.181950 59.990177
30.181944 59.989861
30.182501 59.989861
30.182501 59.989029
30.183058 59.989029
30.183058 59.988472
30.182501 59.988472
30.182501 59.987083
30.183058 59.987083
30.183058 59.985416
30.182501 59.985416
30.182501 59.984859
30.178612 59.984859
30.178612 59.985138
30.177500 59.985138
30.177500 59.985416
30.175833 59.985416
30.175833 59.985138
30.175278 59.985138
30.175278 59.984306
30.173056 59.984306
30.173056 59.984028
30.172501 59.984028
30.172501 59.984306
30.170834 59.984306
30.170834 59.984585
30.169722 59.984585
30.169722 59.984859
30.168058 59.984859
30.168055 59.984585
30.167500 59.984585
30.167500 59.984306
30.166945 59.984306
30.166945 59.984028
30.165833 59.984028
30.165833 59.983749
30.164722 59.983749
30.164722 59.984028
30.163055 59.984028
30.163055 59.984306
30.162500 59.984306
30.162500 59.984585
30.160833 59.984585
30.160833 59.984859
30.159719 59.984859
30.159719 59.985138
30.158611 59.985138
30.158611 59.985416
30.158056 59.985416
30.158056 59.985695
30.156387 59.985695
30.156387 59.985973
30.153610 59.985973
30.153610 59.986252
30.148611 59.986252
30.148611 59.986526
30.149166 59.986526
30.149166 59.986805
30.148611 59.986805
30.148611 59.987083
30.152500 59.987083
30.152500 59.987362
30.153055 59.987362
30.153055 59.987915
30.152500 59.987915
30.152500 59.988194
30.150278 59.988194
30.150278 59.987915
30.145834 59.987915
30.145834 59.987640
30.144720 59.987640
30.144720 59.986526
30.144169 59.986526
30.144169 59.985973
30.142500 59.985973
30.142500 59.985695
30.141388 59.985695
30.141388 59.985416
30.139723 59.985416
30.139723 59.986526
30.140278 59.986526
30.140278 59.987083
30.139723 59.987083
30.139723 59.987362
30.134722 59.987362
30.134722 59.987640
30.129723 59.987640
30.129723 59.987362
30.129169 59.987362
30.129169 59.987640
30.127501 59.987640
30.127501 59.987915
30.126944 59.987915
30.126944 59.988194
30.124166 59.988194
30.124166 59.987915
30.123611 59.987915
30.123611 59.987083
30.124166 59.987083
30.124166 59.986526
30.123056 59.986526
30.123056 59.986252
30.122499 59.986252
30.122499 59.985973
30.121944 59.985973
30.121944 59.986252
30.121389 59.986252
30.121389 59.986526
30.120832 59.986526
30.120832 59.986805
30.120277 59.986805
30.120277 59.987083
30.119722 59.987083
30.119722 59.987362
30.119167 59.987362
30.119167 59.987640
30.118608 59.987640
30.118608 59.988194
30.118055 59.988194
30.118055 59.988472
30.117498 59.988472
30.117498 59.988750
30.116386 59.988750
30.116386 59.988472
30.115833 59.988472
30.115833 59.987915
30.115276 59.987915
30.115276 59.987640
30.114721 59.987640
30.114721 59.987362
30.111389 59.987362
30.111389 59.987915
30.110832 59.987915
30.110832 59.988194
30.110277 59.988194
30.110277 59.988472
30.106945 59.988472
30.106945 59.988194
30.106388 59.988194
30.106388 59.988472
30.105833 59.988472
30.105833 59.989582
30.105280 59.989582
30.105280 59.989861
30.104168 59.989861
30.104168 59.990139
30.103609 59.990139
30.103609 59.990417
30.103058 59.990417
30.103058 59.990696
30.102501 59.990696
30.102501 59.990971
30.101389 59.990971
30.101389 59.991249
30.100834 59.991249
30.100834 59.991528
30.100277 59.991528
30.100277 59.991806
30.099722 59.991806
30.099722 59.992085
30.099167 59.992085
30.099167 59.992363
30.098612 59.992363
30.098612 59.992638
30.098055 59.992638
30.098055 59.992916
30.097500 59.992916
30.097500 59.992638
30.096945 59.992638
30.096945 59.992363
30.096390 59.992363
30.096390 59.992638
30.095833 59.992638
30.095833 59.992916
30.094723 59.992916
30.094723 59.993195
30.092501 59.993195
30.092501 59.993473
30.091944 59.993473
30.091944 59.993752
30.091391 59.993752
30.091391 59.994026
30.090834 59.994026
30.090834 59.994305
30.086390 59.994305
30.086390 59.994583
30.080833 59.994583
30.080833 59.994862
30.079166 59.994862
30.079166 59.995140
30.078056 59.995140
30.078056 59.995419
30.076944 59.995419
30.076944 59.995693
30.075275 59.995693
30.075275 59.995972
30.073055 59.995972
30.073055 59.996250
30.069723 59.996250
30.069723 59.996529
30.068611 59.996529
30.068611 59.996807
30.068056 59.996807
30.068056 59.997082
30.066389 59.997082
30.066389 59.997360
30.059723 59.997360
30.059723 59.997639
30.059164 59.997639
30.059164 59.997917
30.058056 59.997917
30.058056 59.998196
30.055834 59.998196
30.055834 59.998474
30.052502 59.998474
30.052502 59.998749
30.043056 59.998749
30.043055 59.998474
30.041389 59.998474
30.041389 59.998196
30.039722 59.998196
30.039722 59.998474
30.019722 59.998474
30.019722 59.998749
30.019167 59.998749
30.019167 59.998474
30.015833 59.998474
30.015833 59.998749
30.008055 59.998749
30.008055 59.998196
30.007500 59.998196
30.007500 59.997917
30.006945 59.997917
30.006945 59.997639
30.004168 59.997639
30.004168 59.997917
30.003056 59.997917
30.003056 59.998196
30.002501 59.998196
30.002501 59.998749
30.001389 59.998749
30.001389 59.999027
30.000834 59.999027
30.000834 59.999306
30.000278 59.999306
29.999722 59.999306
29.998611 59.999306
29.998611 59.999027
29.996387 59.999027
29.996387 59.998749
29.995275 59.998749
29.995275 59.999027
29.994722 59.999027
29.994722 60.000000
30.077887 60.000000
30.077684 60.000221
30.077530 60.000389
30.075970 60.002083
30.068987 60.002621
30.001978 60.007942
30.000982 60.008022
30.000002 60.008099
29.971685 60.010319
29.964485 60.017422
29.972284 60.022022
29.974083 60.026585
29.964985 60.035019
29.966785 60.056622
29.963583 60.061306
29.942305 60.072166
29.940584 60.075321
29.945917 60.077084
29.955917 60.077557
29.957886 60.081020
29.948446 60.083305
29.946632 60.085052
29.945417 60.086224
29.935884 60.085022
29.929483 60.089920
29.919083 60.092720
29.934284 60.096420
29.942862 60.101471
29.946384 60.111122
29.930084 60.143921
29.924185 60.147621
29.904985 60.151920
29.873861 60.163887
29.842085 60.164822
29.814999 60.171917
29.806280 60.173248
29.797285 60.176220
29.786785 60.179821
29.716808 60.189304
29.644785 60.192520
29.615685 60.198322
29.584917 60.197666
29.574196 60.198944
29.563192 60.194973
29.555386 60.195019
29.543486 60.194122
29.536083 60.190971
29.528786 60.183022
29.467686 60.175922
29.458485 60.171322
29.453787 60.164921
29.444971 60.161972
29.431749 60.161335
29.414528 60.163334
29.409079 60.163151
29.412495 60.168106
29.421724 60.194237
29.455290 60.216698
29.508078 60.241405
29.540693 60.256153
29.583855 60.266022
29.638443 60.266209
29.692167 60.257538
29.757492 60.244827
29.821886 60.236031
29.888670 60.212891
